time,chain_0.04,chain_0.08,chain_0.12,combined_0.04,combined_0.08,combined_0.12,price_control_0.04,price_control_0.08,price_control_0.12,shuffled_control_0.04,shuffled_control_0.08,shuffled_control_0.12,unforecasted_basket_0.04,unforecasted_basket_0.08,unforecasted_basket_0.12,chain_lag7_0.04,chain_lag7_0.08,chain_lag7_0.12
2016-01-14,0.014738817452389252,0.014704754642120621,0.014670760953706674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014738817452389252,0.014704754642120621,0.014670760953706674,0.014738817452389252,0.014704754642120621,0.014670760953706674
2016-01-15,-0.07404733763420002,-0.07425116158503231,-0.07445504727929486,0.0,0.0,0.0,0.0,0.0,0.0,-0.07665570939122002,-0.0783186470413425,-0.0799815846914651,-0.07404733763420002,-0.07425116158503231,-0.07445504727929486,-0.07404733763420002,-0.07425116158503231,-0.07445504727929486
2016-01-16,0.0412801173303361,0.0411551588105441,0.041030434244604175,0.0,0.0,0.0,0.0,0.0,0.0,0.041282773254682104,0.04116216060699207,0.04104348203164476,0.0412801173303361,0.0411551588105441,0.041030434244604175,0.0412801173303361,0.0411551588105441,0.041030434244604175
2016-01-17,0.010069621519552152,0.009966925389660597,0.009864074649256205,0.0,0.0,0.0,0.0,0.0,0.0,0.010069626946920707,0.009966949243250367,0.009864133165539135,0.010069621519552152,0.009966925389660597,0.009864074649256205,0.010069621519552152,0.009966925389660597,0.009864074649256205
2016-01-18,0.016463056785659624,0.016302232637107616,0.016141511230626016,0.0,0.0,0.0,0.0,0.0,0.0,0.01646305678476523,0.01630223262783126,0.016141511192123925,0.016463056785659624,0.016302232637107616,0.016141511230626016,0.016463056785659624,0.016302232637107616,0.016141511230626016
2016-01-19,-0.005616410798087834,-0.0059495004816022545,-0.006282968002980671,0.0,0.0,0.0,0.0,0.0,0.0,-0.005616410798088611,-0.005949500481620351,-0.0062829680030968005,-0.005616410798087834,-0.0059495004816022545,-0.006282968002980671,-0.005616410798087834,-0.0059495004816022545,-0.006282968002980671
2016-01-20,0.044116899750412664,0.04402243225800495,0.043928547845005994,0.0,0.0,0.0,0.0,0.0,0.0,0.044116899750412664,0.04402243225800517,0.043928547845006216,0.044116899750412664,0.04402243225800495,0.043928547845005994,0.044116899750412664,0.04402243225800495,0.043928547845005994
2016-01-21,0.003300494442918689,0.0031645881462407655,0.003028632824028765,0.0,0.0,0.0,0.0,0.0,0.0,0.003300494442918689,0.0031645881462409875,0.0030286328240289873,0.003300494442918689,0.0031645881462407655,0.003028632824028765,0.003300494442918689,0.0031645881462407655,0.003028632824028765
2016-01-22,-0.0208021125824841,-0.0209643922380518,-0.021127142124192644,0.0,0.0,0.0,0.0,0.0,0.0,-0.020802112582484322,-0.020964392238051688,-0.021127142124192866,-0.0208021125824841,-0.0209643922380518,-0.021127142124192644,-0.00887548865650134,-0.010150454740080805,-0.01142598035075737
2016-01-23,0.04210318846546701,0.04206524947204615,0.04202730605081917,0.0,0.0,0.0,0.0,0.0,0.0,0.042103188465467234,0.04206524947204593,0.04202730605081917,0.04210318846546701,0.04206524947204615,0.04202730605081917,0.017102805575015756,0.017084725441198767,0.017067822512319974
2016-01-24,0.024563260895227312,0.024359688824176162,0.024156157401477474,0.0,0.0,0.0,0.0,0.0,0.0,0.024563260895227312,0.024359688824175718,0.024156157401477696,0.024563260895227312,0.024359688824176162,0.024156157401477474,0.00998526582589987,0.009905456007113456,0.009825649649732426
2016-01-25,0.007293465502082652,0.007224688896954268,0.00715589387929505,0.0,0.0,0.0,0.0,0.0,0.0,0.007293465502082874,0.007224688896954268,0.007155893879294606,0.007293465502082652,0.007224688896954268,0.00715589387929505,0.0029603322874247606,0.002928950679719211,0.00289750027359581
2016-01-26,0.05621082103306008,0.055719843633144306,0.05522870109872868,0.0393983798295936,0.037953880306077714,0.03650938078256183,0.0,0.0,0.0,0.0562108210330603,0.055719843633144306,0.055228701098728905,0.05621082103306008,0.055719843633144306,0.05522870109872868,0.036493318309657186,0.03599078215524121,0.035488278689533415
2016-01-27,0.07511275599833733,0.0748779219042166,0.07464309441322636,0.05460606944218993,0.05443244143101156,0.0542575553450122,0.0,0.0,0.0,0.07511275599833711,0.0748779219042166,0.07464309441322659,0.07511275599833733,0.0748779219042166,0.07464309441322636,0.04917452699226543,0.04901626196962994,0.048857600527072664
2016-01-28,-0.04561278891671039,-0.045790875364027483,-0.0459691389556256,-0.033168118780426026,-0.03330312059321705,-0.033438223152815194,0.0,0.0,0.0,-0.04561278891671039,-0.045790875364027483,-0.04596913895562582,-0.04561278891671039,-0.045790875364027483,-0.0459691389556256,-0.02987230571781363,-0.029995236043674822,-0.030118248667715064
2016-01-29,0.002534467129467366,0.0020052766555771484,0.0014761638526001875,0.002192235889430405,0.0015319415228585154,0.0008719358522146781,0.0,0.0,0.0,0.002534467129467366,0.0020052766555771484,0.0014761638526001875,0.002534467129467366,0.0020052766555771484,0.0014761638526001875,0.0015669775109263817,0.0012566595977889783,0.0009463756447414262
2016-01-30,-0.019871110361033728,-0.019953576320695054,-0.02003508225218842,-0.019871059556687,-0.019953236642650918,-0.020034215357336405,0.0,0.0,0.0,-0.01987111036103384,-0.019953576320694832,-0.02003508225218842,-0.019871110361033728,-0.019953576320695054,-0.02003508225218842,-0.011980676837648585,-0.01203030082307499,-0.012079585230518886
2016-01-31,-0.012784003575091352,-0.0128653926293677,-0.012946661116221114,-0.012784003635855634,-0.012865393227227684,-0.0129466632605858,0.0,0.0,0.0,-0.012784003575091352,-0.0128653926293677,-0.012946661116220892,-0.012784003575091352,-0.0128653926293677,-0.012946661116221114,-0.007709252882539541,-0.007761807079060268,-0.0078143178955562
2016-02-01,0.0037401485911854326,0.0036549991196930254,0.003569932325423686,0.003740148591266701,0.0036549991207048826,0.0035699323300610875,0.0,0.0,0.0,0.0037401485911854326,0.0036549991196932474,0.003569932325423686,0.0037401485911854326,0.0036549991196930254,0.003569932325423686,0.0022510164590439086,0.002197694262991323,0.0021444277144353485
2016-02-02,0.008838883729666236,0.008775225892878158,0.008711746257712871,0.008838883729666236,0.008775225892876604,0.008711746257699327,0.0,0.0,0.0,0.008838883729666236,0.00877522589287838,0.00871174625771265,0.008838883729666236,0.008775225892878158,0.008711746257712871,0.007839740928794692,0.006980288618656294,0.006120972916433098
2016-02-03,0.0019896207868876914,0.0019358660144248585,0.0018821743587935647,0.0019896207868876914,0.0019358660144246365,0.0018821743587935647,0.0,0.0,0.0,0.0019896207868879134,0.0019358660144248585,0.0018821743587935647,0.0019896207868876914,0.0019358660144248585,0.0018821743587935647,0.0019906094746333647,0.0019386399349858863,0.0018875323098930252
2016-02-04,0.01887939852315834,0.01884734771996399,0.018815192628079735,0.018879398523158564,0.01884734771996377,0.018815192628079735,0.0,0.0,0.0,0.01887939852315834,0.01884734771996399,0.01881519262807929,0.01887939852315834,0.01884734771996399,0.018815192628079735,0.018879398697578376,0.018847349960988247,0.018815201150185423
2016-02-05,0.002920040198226115,0.002861797018457235,0.002803645636631158,0.002920040198226337,0.002861797018457457,0.002803645636631158,0.0,0.0,0.0,0.002920040198226337,0.002861797018457457,0.002803645636631158,0.002920040198226115,0.002861797018457235,0.002803645636631158,0.0029200401976825496,0.002861797009711786,0.0028036455922400005
2016-02-06,0.0015993530694882185,0.0015571403207110812,0.0015149717818714326,0.0015993530694882185,0.0015571403207110812,0.0015149717818714326,0.0,0.0,0.0,0.0015993530694879965,0.0015571403207110812,0.0015149717818714326,0.0015993530694882185,0.0015571403207110812,0.0015149717818714326,0.0015993530694884406,0.0015571403207159662,0.001514971781912955
2016-02-07,0.012091439784072122,0.012043044824472382,0.01199472273168789,0.012091439784072122,0.012043044824472604,0.01199472273168789,0.0,0.0,0.0,0.0120914397840719,0.012043044824472604,0.011994722731687668,0.012091439784072122,0.012043044824472382,0.01199472273168789,0.0120914397840719,0.012043044824472382,0.01199472273168789
2016-02-08,-0.0021215688306381875,-0.0022069874808727796,-0.002292327273177963,-0.0021215688306382985,-0.0022069874808726686,-0.002292327273177963,0.0,0.0,0.0,-0.0021215688306379654,-0.0022069874808728907,-0.002292327273177963,-0.0021215688306381875,-0.0022069874808727796,-0.002292327273177963,-0.0021215688306382985,-0.0022069874808728907,-0.002292327273177963
2016-02-09,0.009503767637782712,0.009385160244292257,0.009266764156175888,0.009503767637782934,0.009385160244292257,0.009266764156175888,0.0,0.0,0.0,0.009503767637782934,0.009385160244292479,0.009266764156175888,0.009503767637782712,0.009385160244292257,0.009266764156175888,0.009503767637782712,0.009385160244292257,0.009266764156175888
2016-02-10,0.012311966597085888,0.012221675710751834,0.012131562886759317,0.012311966597085666,0.012221675710751834,0.012131562886759095,0.0,0.0,0.0,0.012311966597085888,0.012221675710752056,0.012131562886759317,0.012311966597085888,0.012221675710751834,0.012131562886759317,0.012311966597085888,0.012221675710751834,0.012131562886759317
2016-02-11,0.016589842923893983,0.01653142695969656,0.016472947561972928,0.01658984292389376,0.01653142695969656,0.016472947561972928,0.0,0.0,0.0,0.01658984292389376,0.01653142695969656,0.016472947561972928,0.016589842923893983,0.01653142695969656,0.016472947561972928,0.016589842923893983,0.01653142695969656,0.016472947561972928
2016-02-12,0.04770074374689126,0.047457682222541875,0.047214689360824735,0.04770074374689126,0.047457682222541875,0.047214689360824735,0.0,0.0,0.0,0.04770074374689104,0.047457682222541875,0.04721468936082451,0.04770074374689126,0.047457682222541875,0.047214689360824735,0.04770074374689104,0.047457682222541875,0.047214689360824735
2016-02-13,0.02400295623383153,0.023854897242520545,0.023706684354406482,0.02400295623383153,0.023854897242520545,0.02370668435440626,0.0,0.0,0.0,0.02400295623383153,0.023854897242520545,0.023706684354406704,0.02400295623383153,0.023854897242520545,0.023706684354406482,0.02400295623383153,0.023854897242520767,0.023706684354406482
2016-02-14,0.014603788089635472,0.014469552638307626,0.014335509244514544,0.014603788089635472,0.014469552638307626,0.014335509244514544,0.0,0.0,0.0,0.01460378808963525,0.014469552638307626,0.014335509244514544,0.014603788089635472,0.014469552638307626,0.014335509244514544,0.01460378808963525,0.014469552638307626,0.014335509244514544
2016-02-15,-0.0064315137551306245,-0.006462676061053885,-0.006493784466860442,-0.0064315137551304025,-0.006462676061053663,-0.006493784466860442,0.0,0.0,0.0,-0.0064315137551306245,-0.006462676061053663,-0.00649378446686022,-0.0064315137551306245,-0.006462676061053885,-0.006493784466860442,-0.0064315137551304025,-0.006462676061053774,-0.006493784466860109
2016-02-16,0.008825418080868674,0.0085137957712631,0.008202141174396216,0.008825418080868452,0.0085137957712631,0.008202141174396216,0.0,0.0,0.0,0.008825418080868452,0.008513795771262878,0.008202141174396216,0.008825418080868674,0.0085137957712631,0.008202141174396216,0.008825418080868674,0.0085137957712631,0.008202141174396438
2016-02-17,-0.027854635233069414,-0.02802605827426563,-0.02819737303751202,-0.027854635233069414,-0.02802605827426552,-0.02819737303751202,0.0,0.0,0.0,-0.027854635233069303,-0.02802605827426552,-0.02819737303751202,-0.027854635233069414,-0.02802605827426563,-0.02819737303751202,-0.027854635233069414,-0.02802605827426552,-0.02819737303751202
2016-02-18,0.011463635697970709,0.011262671537100255,0.011061921069978053,0.011463635697970487,0.011262671537100255,0.011061921069978276,0.0,0.0,0.0,0.011463635697970709,0.011262671537100033,0.011061921069978053,0.011463635697970709,0.011262671537100255,0.011061921069978053,0.011463635697970709,0.011262671537100255,0.011061921069978276
2016-02-19,0.009314753538888443,0.008968572763500715,0.0086219754727348,0.00931475353888822,0.008968572763500937,0.008621975472734356,0.0,0.0,0.0,0.009314753538887999,0.008968572763500937,0.008621975472734578,0.009314753538888443,0.008968572763500715,0.0086219754727348,0.00931475353888822,0.008968572763500715,0.008621975472734356
2016-02-20,0.016724666735596694,0.016680611365351927,0.016636104421672737,0.016724666735596916,0.016680611365351927,0.01663610442167296,0.0,0.0,0.0,0.016724666735597138,0.01668061136535215,0.01663610442167296,0.016724666735596694,0.016680611365351927,0.016636104421672737,0.016724666735596916,0.016680611365351927,0.016636104421672737
2016-02-21,0.007938268447056585,0.007876814720446657,0.007815390096122643,0.007938268447056807,0.007876814720446657,0.007815390096122421,0.0,0.0,0.0,0.007938268447056585,0.007876814720446657,0.007815390096122643,0.007938268447056585,0.007876814720446657,0.007815390096122643,0.007938268447056807,0.007876814720446879,0.007815390096122643
2016-02-22,0.004271384605719408,0.004189922230651177,0.004108433456940785,0.00427138460571963,0.0041899222306513995,0.004108433456940785,0.0,0.0,0.0,0.004271384605719408,0.0041899222306513995,0.004108433456940785,0.004271384605719408,0.004189922230651177,0.004108433456940785,0.00427138460571963,0.0041899222306513995,0.0041084334569410075
2016-02-23,-0.022328643585772134,-0.02240469463532946,-0.02248068761081423,-0.016747321917135682,-0.017213378226781595,-0.017679708797255556,0.0,0.0,0.0,-0.022328643585772023,-0.02240469463532946,-0.022480687610814343,-0.022328643585772134,-0.02240469463532946,-0.02248068761081423,-0.022328643585772134,-0.022404694635329347,-0.02248068761081423
2016-02-24,0.01442209114525883,0.014378959346918574,0.014335951913696965,0.01057854535108449,0.010544187016368278,0.01051038392319903,0.0,0.0,0.0,0.01442209114525883,0.014378959346918574,0.014335951913696965,0.01442209114525883,0.014378959346918574,0.014335951913696965,0.01442209114525883,0.014378959346918352,0.014335951913697187
2016-02-25,-0.003524877252050196,-0.003583789645913771,-0.003642758854226935,-0.0025868577980868723,-0.002632410942329688,-0.0026780240835508895,0.0,0.0,0.0,-0.003524877252050196,-0.003583789645913993,-0.003642758854226935,-0.003524877252050196,-0.003583789645913771,-0.003642758854226935,-0.003524877252050196,-0.003583789645913882,-0.003642758854226935
2016-02-26,0.0013182299099852024,0.0009762660715089133,0.0006341526007720422,-0.00121604610972037,-0.002338409384037954,-0.0034608754320920587,0.0,0.0,0.0,0.0013182299099849804,0.0009762660715091354,0.0006341526007720422,0.0013182299099852024,0.0009762660715089133,0.0006341526007720422,0.0013182299099852024,0.0009762660715089133,0.0006341526007720422
2016-02-27,0.005219677483043084,0.005199228838983716,0.005178519979403218,0.0,0.0,0.0,0.0,0.0,0.0,0.005219677483043306,0.005199228838983716,0.005178519979403218,0.005219677483043084,0.005199228838983716,0.005178519979403218,0.005219677483043306,0.005199228838983716,0.005178519979403218
2016-02-28,0.0003859287225871366,0.0003584212224951866,0.00033090726151052685,0.0,0.0,0.0,0.0,0.0,0.0,0.0003859287225871366,0.00035842122249496455,0.00033090726151052685,0.0003859287225871366,0.0003584212224951866,0.00033090726151052685,0.0003859287225871366,0.0003584212224951866,0.00033090726151052685
2016-02-29,-0.0008215812770726583,-0.0008389986494512502,-0.0008564216495490218,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008215812770725472,-0.0008389986494512502,-0.0008564216495492438,-0.0008215812770726583,-0.0008389986494512502,-0.0008564216495490218,-0.0008215812770724362,-0.0008389986494514723,-0.0008564216495490218
2016-03-01,0.0020982722013183075,0.0019386646675429997,0.0017790312655296958,0.0,0.0,0.0,0.0,0.0,0.0,0.0020982722013183075,0.0019386646675429997,0.0017790312655294738,0.0020982722013183075,0.0019386646675429997,0.0017790312655296958,0.0020982722013185295,0.0019386646675429997,0.0017790312655294738
2016-03-02,-0.005788643037715868,-0.005816787511556343,-0.00584474239479138,0.0,0.0,0.0,0.0,0.0,0.0,-0.005788643037715979,-0.005816787511556454,-0.005844742394791269,-0.005788643037715868,-0.005816787511556343,-0.00584474239479138,-0.005788643037715979,-0.005816787511556454,-0.005844742394791269
2016-03-03,0.01918869363701492,0.019167112678390108,0.019145568087061138,0.0,0.0,0.0,0.0,0.0,0.0,0.019188693637015142,0.019167112678390108,0.019145568087061138,0.01918869363701492,0.019167112678390108,0.019145568087061138,0.01918869363701492,0.019167112678390108,0.019145568087061138
2016-03-04,-0.006727683176848243,-0.006884489496649326,-0.007041314134450971,0.0,0.0,0.0,0.0,0.0,0.0,-0.006727683176848354,-0.0068844894966494374,-0.007041314134451193,-0.006727683176848243,-0.006884489496649326,-0.007041314134450971,-0.006727683176848354,-0.0068844894966494374,-0.007041314134451082
2016-03-05,-0.010892151639655179,-0.010912573844311546,-0.010932880556525193,0.0,0.0,0.0,0.0,0.0,0.0,-0.010892151639655179,-0.010912573844311657,-0.010932880556524971,-0.010892151639655179,-0.010912573844311546,-0.010932880556525193,-0.010892151639655068,-0.010912573844311435,-0.010932880556524971
2016-03-06,0.004193378103925394,0.0041553237370868246,0.004117280050546457,0.0,0.0,0.0,0.0,0.0,0.0,0.004193378103925394,0.0041553237370868246,0.004117280050546457,0.004193378103925394,0.0041553237370868246,0.004117280050546457,0.004193378103925616,0.0041553237370868246,0.004117280050546457
2016-03-07,0.007214165961735297,0.007188511517811191,0.007162838246059566,0.0,0.0,0.0,0.0,0.0,0.0,0.007214165961735519,0.007188511517811191,0.007162838246059566,0.007214165961735297,0.007188511517811191,0.007162838246059566,0.007214165961735297,0.007188511517811191,0.007162838246059344
2016-03-08,-0.0002590026488454855,-0.0003663454914228925,-0.0004737097199817297,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002590026488454855,-0.0003663454914228925,-0.00047370971998195177,-0.0002590026488454855,-0.0003663454914228925,-0.0004737097199817297,-0.0002590026488454855,-0.00036634549142300354,-0.0004737097199816187
2016-03-09,0.011383716938393906,0.011346103880274017,0.011308452654084089,0.0,0.0,0.0,0.0,0.0,0.0,0.011383716938393906,0.011346103880274017,0.011308452654084311,0.011383716938393906,0.011346103880274017,0.011308452654084089,0.011383716938394128,0.011346103880274017,0.011308452654084089
2016-03-10,0.007664897628429257,0.007633663632578225,0.0076024247241088805,0.0,0.0,0.0,0.0,0.0,0.0,0.007664897628429257,0.007633663632578225,0.0076024247241088805,0.007664897628429257,0.007633663632578225,0.0076024247241088805,0.007664897628429257,0.007633663632578225,0.0076024247241086584
2016-03-11,0.01891141668462648,0.018817034182162518,0.01872267625475388,0.0,0.0,0.0,0.0,0.0,0.0,0.018911416684626703,0.018817034182162296,0.01872267625475388,0.01891141668462648,0.018817034182162518,0.01872267625475388,0.018911416684626703,0.018817034182162073,0.01872267625475388
2016-03-12,-0.005508606335873356,-0.005536057160881569,-0.005563504184751156,0.0,0.0,0.0,0.0,0.0,0.0,-0.005508606335873467,-0.005536057160881458,-0.005563504184751156,-0.005508606335873356,-0.005536057160881569,-0.005563504184751156,-0.005508606335873467,-0.005536057160881347,-0.005563504184751045
2016-03-13,0.004786279327454901,0.0047296953260720365,0.004673122348712644,0.0,0.0,0.0,0.0,0.0,0.0,0.004786279327454901,0.0047296953260720365,0.004673122348712422,0.004786279327454901,0.0047296953260720365,0.004673122348712644,0.004786279327454901,0.0047296953260720365,0.004673122348712422
2016-03-14,-0.009297600083515545,-0.009329408222582547,-0.009361225609876511,0.0,0.0,0.0,0.0,0.0,0.0,-0.009297600083515545,-0.009329408222582325,-0.009361225609876733,-0.009297600083515545,-0.009329408222582547,-0.009361225609876511,-0.009297600083515434,-0.009329408222582547,-0.0093612256098764
2016-03-15,1.5634053040836093e-05,-7.928201220086528e-05,-0.00017416565887784508,0.0,0.0,0.0,0.0,0.0,0.0,1.5634053040836093e-05,-7.928201220086528e-05,-0.00017416565887784508,1.5634053040836093e-05,-7.928201220086528e-05,-0.00017416565887784508,1.563405304061405e-05,-7.928201220075426e-05,-0.00017416565887806712
2016-03-16,0.0014080326129575216,0.0013745869796073507,0.001341046868432505,0.0,0.0,0.0,0.0,0.0,0.0,0.0014080326129575216,0.0013745869796073507,0.001341046868432283,0.0014080326129575216,0.0013745869796073507,0.001341046868432505,0.0014080326129577436,0.0013745869796073507,0.001341046868432505
2016-03-17,-0.0015516748930269886,-0.0015775452312658533,-0.0016033849672136835,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015516748930269886,-0.0015775452312657423,-0.0016033849672136835,-0.0015516748930269886,-0.0015775452312658533,-0.0016033849672136835,-0.0015516748930269886,-0.0015775452312658533,-0.0016033849672136835
2016-03-18,-0.02275522983278222,-0.02286654522129472,-0.022977820051211073,0.0,0.0,0.0,0.0,0.0,0.0,-0.024171278486379566,-0.024349517058588566,-0.024527699783405188,-0.024171278486379677,-0.024349517058588455,-0.024527699783405188,-0.0241712784863799,-0.024349517058588566,-0.024527699783404966
2016-03-19,0.0041788499645925015,0.004138733718743959,0.004098675493793058,0.0,0.0,0.0,0.0,0.0,0.0,0.004426875826829324,0.004384762007255016,0.004342746924195451,0.004426875826829546,0.004384762007254794,0.004342746924195229,0.004426875826829546,0.004384762007255016,0.004342746924195451
2016-03-20,0.006969512765425012,0.006941801744104081,0.0069141269343637735,0.0,0.0,0.0,0.0,0.0,0.0,0.007384438325112486,0.00735494369902856,0.007325489233299898,0.007384438325112486,0.00735494369902856,0.007325489233299898,0.007384438325112264,0.007354943699028782,0.007325489233299898
2016-03-21,0.002419437704967997,0.0023718619400765473,0.0023242788054933516,0.0,0.0,0.0,0.0,0.0,0.0,0.002563231491579554,0.0025128720261686777,0.002462511067699902,0.002563231491579332,0.0025128720261686777,0.0024625110676996798,0.002563231491579332,0.0025128720261684556,0.0024625110676996798
2016-03-22,0.00328121742426557,0.0031817485889180652,0.0030823253583553978,0.0,0.0,0.0,0.0,0.0,0.0,0.0033496134763362218,0.0032780175585789273,0.0032064373096885035,0.003349613476336444,0.0032780175585787052,0.0032064373096885035,0.003349613476336666,0.0032780175585787052,0.0032064373096882814
2016-03-23,0.012372929309115932,0.012355309282526594,0.012337693259926175,0.0,0.0,0.0,0.0,0.0,0.0,0.01237288435826156,0.01235521827947883,0.012337555104642073,0.01237288435826156,0.012355218279479052,0.012337555104642295,0.012372884358261338,0.012355218279479052,0.012337555104642295
2016-03-24,-0.0019957023904441096,-0.00203422965795097,-0.002072770547965397,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019957023905297078,-0.0020342296591642217,-0.0020727705526527584,-0.0019957023905297078,-0.0020342296591642217,-0.0020727705526529805,-0.001995702390529819,-0.0020342296591643327,-0.0020727705526529805
2016-03-25,0.000701286013521818,0.0002621012765107178,-0.00017716003667067604,0.0,0.0,0.0,0.0,0.0,0.0,0.0009715178314673167,0.0006151462106545047,0.00025869801296529715,0.002129616317094074,0.002063643402656412,0.0019977278658909192,0.002129616317094074,0.002063643402656634,0.0019977278658909192
2016-03-26,-0.0008523001857392298,-0.0008695983600731649,-0.0008869008241453313,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009803967899577604,-0.0010003823655471145,-0.0010202760451045734,-0.001574240616658007,-0.0016069650823867798,-0.0016396438273534875,-0.001574240616658118,-0.0016069650823870019,-0.0016396438273533764
2016-03-27,0.0012669965438230069,0.0012577892096252707,0.00124857918131549,0.0,0.0,0.0,0.0,0.0,0.0,0.0014572176270413184,0.0014466165645066198,0.0014360119232537105,0.0023383178742850674,0.002321222330485817,0.002304117427187391,0.0023383178742852895,0.002321222330486039,0.002304117427187391
2016-03-28,-0.002972327547391962,-0.0029899219086333417,-0.0030075131058008298,0.0,0.0,0.0,0.0,0.0,0.0,-0.003418871732978057,-0.0034391533895752335,-0.0034594308573543398,-0.005488245238858713,-0.005521129634591504,-0.005554003204180202,-0.00548824523885838,-0.005521129634591393,-0.005554003204180313
2016-03-29,-0.000645767559486532,-0.001196060856373804,-0.0017463735760072652,0.0,0.0,0.0,0.0,0.0,0.0,0.007931652045024107,0.007910375975505257,0.007889099675122413,0.017740256609252603,0.017316749270673837,0.0168933093033643,0.01774025660925238,0.017316749270673837,0.0168933093033643
2016-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010748870052270987,-0.010779452221865049,-0.010810018687274048,-0.024407494607259328,-0.024484315670405987,-0.024560437906031796,-0.024407494607259106,-0.024484315670405876,-0.024560437906031796
2016-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015343790293582682,0.0015114058423875143,0.0014884456639820964,0.003506339707519013,0.003460498404818324,0.003414730949592659,0.0035063397075187908,0.003460498404818546,0.003414730949592659
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011484190607073952,0.0006456883113790113,0.00014298405399060243,0.0017321056207535435,0.00145282955556425,0.0011735752280335188,-0.0004881725121802516,-0.0014338865389428301,-0.0023797202093739367
